user_id,user_name,time,rating,review,gmap_id,business_name,latitude,longitude,business_desc,avg_rating,num_of_reviews,label
110199730286805608874,Michelle Banks,2018-02-11 03:33:20,5.0,It's a beautiful place to read books and have food or coffee and tea. The best cookies,0x80c8bf81f68a634f:0xe605b4c3043783c9,Barnes & Noble,36.1577543,-115.2894176,"['Book store', 'Cafe', 'Childrens book store', 'Hobby store', 'Toy store']",4.6,1719,relevant
106455408371866150988,Steven DeRyck [Staff],2018-09-08 20:53:20,4.0,"As previous reviews have stated, two small pieces of bread between a huge stack of meat pretty much sums up their sandwiches. And as a pure carnivore I have no issues with that. The price was reasonable as well.",0x80c8c415f0a42c77:0x55c554fdc4ad8b9c,Carnegie Deli,36.1205556,-115.1736111,"['Deli', 'Takeout Restaurant', 'Sandwich shop']",4.1,706,relevant
110442613019980396910,Stevey Markovich,2020-07-23 18:46:40,5.0,Absolutely love this office! Afton is truly amazing and always makes me feel welcomed and special!,0x80c8ce0f7732ee7b:0xea13348742f64327,Center for Cosmetic and Family Dentistry,36.0019288,-115.1074842,['Dentist'],4.9,318,relevant
102404509430936241440,William Campbell,2018-12-09 21:13:20,3.0,The food is as good as it usually is,0x80c8dc9da25847c7:0x27b862b824ac757c,Asian Garden,36.1689012,-115.0606013,"['Restaurant', 'Asian restaurant', 'Chinese restaurant', 'Thai restaurant']",3.8,128,relevant
111658148729564710703,Beverly Thorman,2018-04-08 01:13:20,5.0,We came in without an appointment on a Saturday afternoon and they cut my hair right away. My stylist was Ninette and she was amazing! She was fun to talk with and she gave me the exact style I wanted. The other stylists were also fun and friendly.,0x80c8c03de37488fd:0xdc3302fd9f8f44a,Great Clips,36.1910548,-115.258969,"['Hair salon', 'Beauty salon']",4.3,168,relevant
113034916181996736826,nancy gomez,2019-07-13 06:40:00,4.0,Cool place to shop and listen to music when they have live bands,0x80c8c2cc3a838c01:0xc2896c1bd132e2d3,Broadacres Marketplace,36.2113334,-115.1010872,"['Market', 'Tourist attraction']",4.4,6664,relevant
108325434249483838810,Kevin Cavenagh,2019-06-18 01:06:40,5.0,"Service with Old fashioned. ""Honesty"" rare these days but not here. We dealt with Rick, and glad we did.They are pros;thanks",0x80c8d0e9cac85ff3:0xc202727a7bfc02d4,Pro Customs,36.0670902,-115.0242524,['Auto body shop'],4.3,6,relevant
104419799857421270154,Anthony V,2019-08-25 19:06:40,5.0,Good fresh food... always clean and employees are always nice with smiles on their faces,0x80c8be54c348aa77:0xa367ab6e87cde35f,MTO Cafe,36.150923,-115.332874,"['American restaurant', 'Cafe']",4.1,308,relevant
111807681069346703292,nicole webb,2021-04-01 18:00:00,5.0,"I'm almost positive this was the best food experience I've ever had! The food was unique,fresh,full of amazing flavors. Margaritas on point. The atmosphere was perfect. Our server was so polite and represented the chef so well by understanding and explaining the dishes.",0x80c8c36d11539e27:0xc136ddffaf461845,Vegas Test Kitchen,36.1667022,-115.1343307,"['American restaurant', 'Asian restaurant', 'Bagel shop', 'Pie shop', 'Pizza restaurant', 'Sushi restaurant']",4.6,74,relevant
115290265418915475156,Lisa Walker,2017-12-18 04:06:40,3.0,Hofbrauhaus was ok.Nothing compared to Bavarian inn restaurant in Michigan.lol The restaurant how ever was very clean friendly staff' good entertainment for a evening.The food to me was just ok.Have had much better.,0x80c8c452c9fb4771:0x2d8c22fabb85c27c,Hofbrauhaus Las Vegas,36.107666,-115.151348,"['German restaurant', 'Beer garden', 'Beer hall', 'Brewery', 'Gastropub', 'Live music venue']",4.4,2128,relevant
101626387078718193250,Immortalized4evr,2016-12-16 23:13:20,5.0,Great fast food. The service is fairly quick and there are still servers on skates!,0x80c8ea9701e25f23:0x69f5b2c37fc61f51,Sonic Drive-In,36.2187333,-115.2567859,"['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']",4.2,1694,relevant
112975815298581965918,Cody Brown,2019-09-23 17:33:20,5.0,"Awesome experience, I have had a few storage units but nothing like this, it's very state of the art and in Las Vegas heat you need a ac cooled storage unit like they offer here. Angie was so helpful and nice, I had my child with me and Angie made it so easy and fast it was a true joy.",0x80c8cd12a5efca35:0xb4f6dcd2b4a90657,Life Storage,35.9419513,-115.1186196,"['Self-storage facility', 'Automobile storage facility', 'Boat storage facility', 'Moving and storage service', 'Moving supply store', 'RV storage facility', 'Storage facility']",4.9,178,relevant
114986888477053000826,TheJennyvelasco,2017-09-11 00:33:20,5.0,Was there @ 6pm and the female blond manager was awesome helping with my gift card order. Great service!,0x80c8ce478777c50b:0xb6dab3e2c1e18842,In-N-Out Burger,36.1006509,-115.3020476,"['Hamburger restaurant', 'American restaurant', 'Diner', 'Fast food restaurant', 'Lunch restaurant', 'Restaurant']",4.6,2329,relevant
110842335307916095695,carlella rogers,2020-11-10 03:46:40,5.0,It was much more than we expected. The vows that the official recited were very personal. Thanks for making this memorable.,0x80c8c3420f24ea4d:0x9955639d4bfb4fed,Love Story Wedding Chapel,36.1625579,-115.145341,['Wedding chapel'],5.0,312,relevant
109625976570440351699,Andrew Palmer,2021-02-17 02:46:40,5.0,Great chicken place with lots of different variety in sandwiches amongst other things. Prices are reasonable.,0x80c8c57b8d3046c3:0x22cd1abb3fdfe752,The Crack Shack Las Vegas,36.1049167,-115.1735947,"['Chicken restaurant', 'American restaurant', 'Bar & grill', 'Brunch restaurant', 'Restaurant']",4.5,618,relevant
107968149585562432514,Antoinette Moss,2018-10-04 05:13:20,5.0,Amazing,0x80c8c44fb8b2e9bb:0xce2d04961ab67ea0,Bahama Breeze,36.1150571,-115.1547073,"['Caribbean restaurant', 'Cocktail bar', 'Jamaican restaurant', 'Latin American restaurant', 'Takeout Restaurant', 'Seafood restaurant']",4.5,4368,relevant
106947672948849827722,jennifer long,2018-07-29 10:26:40,5.0,Too many nights Little C's saved me with that $5 pizza.. how could I not thank you! (Blows kisses),0x80c8dceee169e85d:0xd14558ce4b9b3479,Little Caesars Pizza,36.194614,-115.063156,"['Pizza restaurant', 'American restaurant', 'Chicken wings restaurant', 'Fast food restaurant', 'Pizza delivery', 'Pizza Takeout']",3.5,478,relevant
117281008448425594698,Cecile Scott,2018-05-07 13:33:20,4.0,Excellent service,0x80c8c7013f31c59b:0xe6a817a8e87f469c,Quest Diagnostics Spring Valley,36.0709184,-115.243527,['Medical laboratory'],3.4,88,relevant
100140432789355828493,Jimmy JayEye,2018-03-30 00:33:20,5.0,great service and great food,0x80c8c056d0cb1ec3:0xef42059bb91239d,Carl's Jr.,36.1724564,-115.244848,"['Fast food restaurant', 'Hamburger restaurant']",3.6,417,relevant
112801942632954011539,Kenizy Official,2020-10-26 08:13:20,5.0,once josh and his crew fix your car you will be amazed. period. legit.,0x80c8e9455aeed2d3:0xcbd2de7e89c879fe,Wrench It Auto Repair,36.2633522,-115.1791952,['Auto repair shop'],4.9,198,relevant
106201387510828999752,Bobbie Broberg,2020-01-23 03:26:40,5.0,The soups are delicious the desserts are fantastic and the help is very efficient and another word and what efficient and courteous courteous. This is a to go place for us,0x80c8c022b77665e3:0xa79cb8b785dbcc80,Grape Vine Cafe,36.1946531,-115.2587073,['Italian restaurant'],4.5,438,relevant
107878519904749089947,Gilles Uzan,2021-04-27 19:00:00,5.0,"The food is always good, and the restaurant is always clean, service is always prompt",0x80c8eb5c4db0e501:0x8058aad1fc780f6a,Little Dumpling(Sky Pointe),36.2796938,-115.2615995,"['Chinese restaurant', 'Asian restaurant', 'Delivery Restaurant']",3.9,138,relevant
102527847790314651112,Susan Tomlinson,2019-06-14 22:06:40,5.0,Great selection great prices. Has a teacher discount.,0x80c8c51f0cfc862f:0x650feb80fd6831f5,Zia Records (Eastern Las Vegas),36.11163,-115.11967,['Music store'],4.6,1922,relevant
111562844893187385652,linda s,2021-01-03 02:13:20,1.0,"Lost a customer.11/2 hours to deliver and food was cold as ice The pizza wasn't cooked thoroughly. Like eating raw dough. No veggies with orders as before ,no condiments!!!! Prices up but quality down.Store called and nothing!!! What happened????",0x80c8eae51ece52d7:0xbfa4cb6d4c66a6e7,Brothers Pizza,36.2396908,-115.2495382,"['Italian restaurant', 'Takeout restaurant', 'Pizza delivery']",3.7,258,relevant
104492525539341563657,Ana Velasquez,2019-10-09 03:00:00,4.0,Fun!!! Fun!!! Love Laughlin it's just perfect for families and teens love it too. Our kids have so much fun there when we go it's basically there vacation time.,0x80ce42fe267b7c5f:0xc9760accf78f9834,Don Laughlin's Riverside Resort Hotel and Casino,35.167263,-114.5718271,"['Resort hotel', 'Casino', 'Hotel']",4.1,9998,relevant
116626262618214858875,Ambrosia C,2019-01-19 03:53:20,3.0,"The area itself is very nice. However, the McDonald's messes up my order every single time. Why do I go back? Because my ride usually goes to that area.",0x809938c4d384088d:0xa667a4dde7f117de,Sparks Mercantile,39.5550371,-119.7541256,['Shopping mall'],4.1,523,irrelevant
106959225289983424573,Rhonda,2018-02-09 18:13:20,5.0,Anthony's Steakhouse was good and So was the band at Ravello!,0x80c8cc1449fff7e7:0xc04c73959734c863,M Resort Spa Casino,35.9650822,-115.1679955,"['Casino', 'Night club', 'Spa', 'Steak house', 'Swimming pool', 'Wine bar']",4.5,9998,relevant
